text,text_summary
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 13 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
4.4 
Ständerspulen einlegen 
Wenn Wicklungsstützringe (GFK) vorgegeben sind, sind diese provisorisch am Blechpaket 
anzubringen, z.B. mit einem Holzkeil (Abbildung 15). 
Beim Einlegen der Spulen ist die Zeichnung/Objektliste zu beachten und es muss zusätzlich 
zu der Träufelschutzfolie an den Nutaustritten ein Einlegeschutz (Kantenschutz) aus 300 µm 
PET-Follie für elektrotechnische Anwendungen (Normbezeichnung IEC 60674-3-2 PET – 
Typ 1 – 300) verwendet werden (Abbildung 16 u. 17). 
 
   
   
 
Abbildung 15                                   Abbildung 16                                Abbildung 17 
 
Unterschenkel in der vorher angezeichneten Nut mittig ansetzen (AGS-Band ausgemittelt) 
und nach unten drücken. Dabei ist darauf zu achten, dass die Isolierung der Spulenschenkel 
nicht beschädigt wird. Wird dennoch der Spulenschenkel beschädigt ist die Spule in der Spu-
lenvorfertigung zu reparieren. 
Falls notwendig Spulenschenkel mittels Schlagleiste aus HGW (welche etwa 1-2 mm 
schmaler als die Nut ist) nachklopfen. Dabei muss jede Gewaltanwendung vermieden wer-
den. 
Der Oberschenkel wird bei den Sprungspulen mit den Händen in die Nut hineingedrückt. 
Ausnahme: 
Nutsprung 1–7 und kleiner: Die Oberschenkel verbleibend außerhalb der Nut, ruhend in 
der Bohrung liegen. Zum Schutz gegen Beschädigungen wird ein HGW-Streifen zwi-
schen Blechpaket und Oberschenkel gelegt (Abbildung 18). 
  
 
Abbildung 18      (Schaltseite)                  (Nichtschaltseite) 
 
Sind die Unterschenkel der Sprungspulen eingelegt, werden auf diese nach der Zeichnung/ 
Objektliste vorgegebenen Zwischenschieber und/oder Füllstreifen gelegt. 
",Siemens PD LD P MF-NMA M TEC HV manufacturing instruction for assembling and securing flat wire coil wraps in VPI configuration.
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 14 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
4.4.1 
Temperaturfühlereinbau 
Die Nutthermometer bzw. Nutkaltleiter werden so in den Nuten, die im Dokument 
(A5E02610533A, Einbauorte PT100 & Kaltleiter) vorgegeben sind, eingebracht (Abbildung 
19), dass die Temperaturfühlerelemente direkt am Unterschenkel anliegen. Bei zusätzli-
chem Füllstreifen zum Nutthermometer bzw. Nutkaltleiter ist dieser zum Oberschenkel hin 
einzubringen! 
Die Anschluss- bzw. Erdungsleitungen sind gegen Beschädigungen zu sichern. 
 
 
Abbildung 19                                     
4.4.2 
Filzzwischenlage (PES-Filz) 
Die Filzzwischenlagen werden in der Mitte mit einem Streifen Kleber (Epple-Kleber,  Sach-
Nr. zusammengeklebt (Abbildung 20), und müssen die erste Kreuzungsstelle der Ober- und 
Unterschicht komplett abdecken. Das Lagemaß des Filzes, Abstand vom Blechpaket, in der 
Zeichnung/Objektliste ist nur zur Orientierung. Die Lage des Filzes siehe (Abbildung 21 u. 
22).  
 Bei größerem Abstand ist die Filzstärke vom Mitarbeiter anzupassen! 
 
   
   
 
Abbildung 20                                              Abbildung 21                           Abbildung 22 
Besonderheit bei > 6,6kV: 
Wenn in Zeichnung/Objektliste die Filzzwischenlage nicht vorgegeben ist, muss der vorge-
gebene Abstand lt. Zeichnung zwischen Ober- und Unterschicht überprüft und eingehalten 
werden. 
","Siemens PD LD P MF-NMA Fertigungsanweisung: Einlegen und versteifen von HS-Formspulen-Ständerwicklungen in VPI-Ausführung FA 30338. Temperaturfühlereinbau: Nutthermometer/Nutkaltleiter in vorgegebenen Nuten einbringen. Filzzwischenlage (PES-Filz): Mit Epple-Kleber zusammenkleben, erste Kreuzungsstelle abdecken."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 15 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
4.4.3 
Füllung in Nuttiefe 
Die ersten 3 eingelegten Oberschenkel werden verkeilt, um festzustellen, ob noch zusätzli-
ches Füllmaterial in Nuthöhe nötig ist. Bei diesen 3 eingelegten Oberschenkeln sind max. 2 
Rutschstreifen vorzusehen, um beim weiteren Verkeilen auftretende Toleranzen mit 1 bis 3 
Rutschstreifen ausgleichen zu können. 
 
 
Auf folgende Kriterien ist zu achten: 
 
Quell- bzw. Rutschstreifen schließt bei leichter Pressung mit der unteren Kante der 
Nutaussparung ab, so dass der Nutverschluss-Streifen bzw. -keil stramm sitzt und 
vollflächig auf dem Quell- bzw. Rutschstreifen aufliegt. 
 
Der Überstand des Rutschstreifens (ca. Handbreite) muss sich im verkeilten Zustand 
noch mit der Faust ziehen lassen (Abbildung 23). 
 
Die Wicklung ist zu locker verkeilt, wenn sich der Nutverschluss-Streifen (Pos. 15) per 
Finger mit leichtem Druck verschieben lässt. 
 
   
Abbildung 23 
 
Wird zusätzliches Füllmaterial benötigt  so ist dieses zu schneiden und in die Stelle (Position) 
einzulegen die laut Zeichnung/Objektliste vorgegeben ist (am Nutgrund, zusätzlich zum Zwi-
schenschieber oder unter dem Rutschstreifen). 
 
Ergibt sich nach dem Einlegen der Spulen zwischen Oberschenkel und Nutverschlussstrei-
fen ein größerer Freiraum, dürfen maximal 3 Rutschstreifen der Dicke 0,5 mm vorgesehen 
werden, d.h. eine Dicke von max. 1,5 mm gesamt. 
 
Die weiteren Spulen, Nutgrundstreifen, Zwischenschieber und/oder Füllstreifen werden bis 
zum Erreichen der Sprungspulen in die Nuten eingelegt; zuerst der Unter-, dann der Ober-
schenkel. 
 
","Siemens PD LD P MF-NMA M TEC HV production instruction for winding flat wire coils in VPI configuration. The document outlines the steps for filling the coils with material, ensuring proper fit and tension, and provides guidelines for adjusting the coil thickness and material usage."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 16 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
4.4.4 
Sprungspulen einlegen 
Die Sprungspulenunterschicht wird mit Versteifungshölzern am Nutausgang versteift und so 
gegen Verletzen der Nutseiten am Blechpaketende geschützt (Abbildung 24). 
 
Die Sprungspulenoberschenkel werden einzeln in die Bohrung hinein geschränkt und dort 
mit PETGW-Band in ihrer Lage fixiert (Abbildung 25 u. 26) um den Einbau der letzten Spu-
len zu ermöglichen. 
 
   
   
 
Abbildung 24                             Abbildung 25                                Abbildung 26 
Die letzten Spulen, Nutgrundstreifen, Zwischenschieber und Temperaturfühler werden einge-
legt. Die Sprungspulenoberschenkel werden losgebunden und eingelegt. 
Die Wickelkopfversteifungshölzer werden herausgenommen (Abbildung 24) 
",Siemens PD LD P MF-NMA M TEC HV production instructions for assembling and securing flat wire coil spring spools in VPI configuration. The instructions describe the process of inserting and securing the spring spool undersheet with reinforcement blocks at the nut outlet to protect the nut sides from damage.
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 17 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
5 
Nutverschluss 
Die Oberschenkel werden mittels Schlagleiste aus HGW herunter geklopft und anschließend  
wird die Träufelschutzfolie (Hostaphanfolie) entfernt. 
Die Rutsch- und/oder Füllstreifen werden eingelegt und die Verschlussstreifen mit leichten 
Hammerschlägen eingeschlagen – siehe Definition unter 4.4.3 (Abbildung 27). 
Die unter den Verschlussstreifen hervorragenden Rutschstreifen werden bündig am Blech-
paketende abgebrochen. 
 
An den Nutenden wird ein Tropfen Kleber (Epple-Kleber 4551, Sach.-Nr. 2219033000) auf 
die Verschlussstreifen aufgetragen, die Endkeile eingeschlagen und bündig zum Blechpa-
ketende ausgerichtet (Abbildung 28). Überstehender Kleber ist zu entfernen. 
 
   
 
Abbildung 27                                   Abbildung 28                         
 
Besonderheit: 
Bei verkürzten Endblechpaketen können 25 oder 30 mm lange Endkeile eingesetzt werden 
(Vorgabe nach Stückliste). Hierbei kann der Endkeil bis zu 3 mm über das Ende Blechpaket 
stehen, er darf jedoch nicht in den Luftschlitz hineinragen. 
 
 
 
 
Der Einbau der Protofermasse erfolgt nach Fertigstellung der Wicklung an einem gesonder-
ten Arbeitsplatz nach FA 30823 (Einspachteln) und FA 30813 (Nachdrücken). 
","Siemens PD LD P MF-NMA Fertigungsanweisung for Einlegen und versteifen von HS-Formspulen-Ständerwicklungen in VPI-Ausführung. The procedure involves nut closure, including removing the shoulder pad, inserting and securing the filling and sliding strips, and applying adhesive to the ends."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 18 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
6 
Ständerwicklung versteifen 
6.1 
Allgemeines 
Die Wickelköpfe werden nach Maßvorgaben in der Zeichnung/Objektliste ausgerichtet. 
Hierzu wird entsprechendes Wicklerwerkzeug verwendet: 
 Das Ausrichten muss mit der dazu notwendigen Sorgfalt geschehen, die Isolierung darf 
nicht beschädigt werden. 
 Falls der Biegehaken nicht verwendet werden kann (Abbildung 29), oder wenn Beschä-
digungen zu erwarten sind, ist der Meister/Vorarbeiter zu informieren. 
 
Abbildung 29                                                  
6.2 
Wickelköpfe ausrichten (Unter- und Oberschicht) 
Anordnung und Lage der Versteifungsringe und der Versteifungen nach Zeichnung/ Objektli-
ste. 
Besondere Sorgfalt ist beim Ausrichten der Wickelköpfe von Querwicklungen erfor-
derlich! 
Wickelköpfe (Unter- und Oberschicht) mit Biegehaken (Abbildung 29), Richteisen (Abbil-
dung 30 u. 31), Abstandsmaßhalter (Abbildung 32) und Klopfhölzer (Abbildung 34 u. 35) 
vor- und ausrichten. 
 
   
   
 
","Siemens PD LD P MF-NMA Fertigungsanweisung: Einlegen und versteifen von HS-Formspulen-Ständerwicklungen in VPI-Ausführung. Ständerwicklung versteifen, Wickelköpfe ausrichten, Versteifungsringe und -scheiben nach Zeichnung/Objektliste."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 19 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
Abbildung 30                    Abbildung 31                                      Abbildung 32 
Zusätzlicher Arbeitsgang bei 2-poligen Motoren: 
Durchrunden der Spulen (Oberschenkel), wenn erforderlich (Abbildung 36). 
   
 
Abbildung 33  
 
               Abbildung 34                                  
 
   
 
Abbildung 35  
 
         Abbildung 36            
 
An den Phasenwechseln ist der Mindestabstand nach Zeichnung/Objektliste einzuhalten und 
mittels Lehre zu kontrollieren. Kann der Abstand nicht eingehalten werden, so sind während 
dem eigentlichen Versteifen Distanzierungselemente (Füllungen) einzubringen, unabhängig 
von der Vorgabe in der Zeichnung/Objektliste (Abbildung 37 - 39). 
Bei mehreren Wicklungsstützringen pro Wickelkopf ist immer der Äußere zuerst zu verstei-
fen. 
Distanzierungselemente (Füllungen) maximal bis zum Beginn des Spulenradius einbringen 
(Abbildung 37), jedoch muß mindestens 50 % der gesamten Breite am Spulenschenkel an-
liegen. 
Die Distanzierungselemente (Füllungen) an der Nichtschaltseite in der Spulennase sind 25 
mm lang (Abbildung 38). 
   
   
 
","Siemens PD LD P MF-NMA M TEC HV production instruction for assembling and securing HS-flat wire coil windings in VPI configuration. Includes diagrams 30-39, with instructions for additional steps for 2-pole motors and controlling minimum distances during phase changes."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 20 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
Abbildung 37                                    Abbildung 38               Abbildung 39           
6.3 
Durchtränkbare Wicklungsstützringe 
6.3.1 
Allgemeines zum Versteifen der Unterschicht (6.3.4 u. 6.4.2) 
 Es ist darauf zu achten, dass das Versteifungsmaterial (Zeichnung/Objektliste) am Ring 
anliegt. 
 Die Länge der Versteifung muss so gewählt werden, dass sie mindestens die halbe und 
maximal die ganze Ringhöhe abdeckt. 
 Jedes Versteifungselement der Unterschicht muss auf der gegenüberliegenden Ober-
schicht aufliegen. 
 Zuerst werden alle Versteifungen und Füllungen zwischen den Phasenwechsel einge-
bracht und dann der Reihe nach die Restlichen der Spulengruppe. 
6.3.2 
Wicklungsstützringe markieren und befestigen 
Die Positionen der Wicklungsstützringe sind aus der Zeichnung/Objektliste zu entnehmen 
und mittels Schablone zu kennzeichnen (Abbildung 40). Die erforderliche Länge wird von 
der Rolle entnommen. Anzahl der Ringlagen, Anordnung und Überlappung der Wicklungs-
stützringe nach Zeichnung/Objektliste. 
Während und nach dem Ablängen werden die Wicklungsstützringe mit Kabelbindern fixiert 
und auf Position gehalten (Abbildung 41). 
Beim fortlaufenden Binden der Wicklungsstützringe ist darauf zu achten, dass jeder 3. Un-
terschenkel zweimal gebunden (umschlungen) wird, beide Binde-Richtungen sind zulässig 
(Abbildung 42). Ausführung 2–polig siehe nachfolgende Seite. 
 
   
   
 
Abbildung 40                   Abbildung 41                 Abbildung 42 
 
Bei 2 – poligen Motoren mit durchtränkbaren Ringen kann zum Ausrichten der Unterschicht 
ein GFK- Ring (mit Filz umwickelt) aufgezogen und mit Kabelbinder fixiert  werden            
(Abbildung 43). 
 Der Ringdurchmesser richtet sich nach dem Wickelkopfaußendurchmesser! 
","Siemens PD LD P MF-NMA M TEC HV production instruction for inserting and securing flat wire coils in VPI configuration. The instruction covers general guidelines for securing the undersheet (6.3.4 and 6.4.2) and the use of supports and fillings between phase changes. It also describes the marking and securing of coil supports, the fixing of coil support rings with cable ties, and the binding of coil support rings with cable ties."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 21 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
 Vor dem Aufziehen des Ringes muss der Wickelkopf mittels Abstandshalter                
(Abbildung 32) nach Zeichnung/Objektliste vorgerichtet werden. 
 Nach dem Binden der Ringe wird dieser wieder vorsichtig entfernt. 
 
Abbildung 43 
 
Versteifungssystem bei 2-poligen Wicklungen: 
 
Fall A – 1 oder 2 Versteifungsebenen 
 
Die durchtränkbaren Versteifungsringe werden mit 3 Windungen (Pos. 31) ausgeführt und an      
jeder Spule mit 2 Windungen angebunden. 
Die innere Versteifungsebene wird nicht eingebunden. 
 
Objektliste 
/ BOM 
Wicklungen mit 1 oder 2 Versteifungsebenen / 
windings with one or two bracing layers 
Pos. 31 
Pos. 35 
Pos. 19 
 
Fall B – 3 Versteifungsebenen 
Der äußere und der mittlere Versteifungsring wird mit 3 Windungen (Pos. 31) ausgeführt und 
an jeder Spule mit 2 Windungen angebunden (Pos. 35). 
",Siemens PD LD P MF-NMA Fertigungsanweisung: Einlegen und versteifen von HS-Formspulen-Ständerwicklungen in VPI-Ausführung. Vor dem Aufziehen des Ringes muss der Wickelkopf vorgerichtet werden. Versteifungssystem bei 2-poligen Wicklungen: 1-2 Versteifungsebenen oder 3 Versteifungsebenen.
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 22 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
Der innere 3. Versteifungsring (zum Blechpaket hin) wird mit 2 Windungen ausgeführt und an 
jedem 3. Spulenschenkel mit 2 Windungen angebunden. 
Die Versteifungen in der Bohrung werden nicht eingebunden. 
 
 
 
              
Objektliste 
/ BOM 
1. + 2. Versteifungsebene /  
1st and 2nd bracing layer 
3. Versteifungsebene /  
3rd bracing layer 
Pos. 31 
 
 
Pos. 35 
 
Pos. 19 
 
6.3.3 
Spulenversteifungen der Unterschicht 
Die Versteifungen werden mit Hilfe eines Spreizeisens zwischen den Schenkel hinein ge-
schoben (Abbildung 44). Dabei ist darauf zu achten, dass die Isolierung der Spulen nicht 
beschädigt wird und die Versteifungen auf der Oberschicht aufliegen und mindestens halbe, 
maximal die ganze Ringhöhe abdecken. 
 
",Siemens PD LD P MF-NMA M TEC HV production instructions for winding flat wire in VPI configuration. The third bracing ring is executed with 2 turns and bound to each third coil leg with 2 turns. The bracing in the bore is not bound. The document includes an object list and notes on coil bracing of the lower layer.
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 23 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
 
Abbildung 44                                     
6.3.4 
Spulenversteifungen der Oberschicht 
Versteifungen der Oberschicht sind nach Zeichnung/Objektliste einzubringen. 
Die Versteifungen werden mit Hilfe eines Spanneisens zwischen den Schenkeln mit kräfti-
gem Daumendruck (Abbildung 45) oder leichtem Hammerschlag hineingeschoben. Dabei 
ist zu beachten, dass die Isolierung der Spulen nicht beschädigt wird. 
 
 Zuerst werden alle Versteifungen und Füllungen zwischen den Phasenwechseln einge-
bracht und dann der Reihe nach die Restlichen der Spulengruppe (Abbildung 46). 
 
 Die Versteifungen der Oberschicht dürfen maximal 2 mm zur Läuferseite hin überstehen 
und nicht auf der Unterschicht aufliegen. 
 
   
 
Abbildung 45                                              
    Abbildung 46 
 
6.4 
Ausführung ohne Wicklungs-
stützringe 
Sind laut Zeichnung/Objektliste keine Wicklungs-
stützringe vorgegeben, dann: 
 
Wickelkopf auszurichten  
","Siemens PD LD P MF-NMA M TEC HV manufacturing instructions for assembling and securing flat wire coil wraps with VPI execution, FA 30338-AD."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 24 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
 
 
Lage der Unterschichtversteifungen  
mittels Schablone anzeichnen  
 
Wickelkopf versteifen. Versteifungs 
elemente müssen am Oberschenkel  
aufliegen und müssen mindestens 2 mm,  
jedoch maximal so weit überstehen,  
dass der Abstand zum Blechpaket  
(z.B.: ≥ 15mm nach Zeichnung/Objektliste)  
eingehalten werden kann. 
 
Die Lage der Oberschichtversteifungen ist  
so zu wählen, dass die Versteifungselemente  
nicht in den Radius der Spulennase  
hinein stehen (Abbildung 47) 
  
 
 
 
 
 
            Abbildung 47 
6.5 
Füllung am Blechpaketende 
Sofern in der Zeichnung/Objektliste vorgegeben, werden am Nutzahnende zwischen alle 
Spulenschenkel der Oberschicht Füllungen eingebracht (Abbildung 48). 
Füllung muss bündig mit Oberschicht abschließen und am Nutzahn anliegen. 
 
 
Abbildung 48 
6.6 
 GFK-Wicklungsstützringe ohne PES – Filz 
6.6.1 Wicklungsstützringe der Unterschicht anpassen und markieren 
Die Stützringe werden am Wickelkopf vorsichtig aufgezogen und dabei provisorisch mit Di-
stanzhölzern am Blechpaket abgestützt (Abbildung 49). 
Es ist darauf zu achten, dass die Spulenschenkel der Unterschicht alle an den Stützringen 
anliegen (Abbildung 50). Ist dies nicht der Fall muss der Wickelkopf nachgerichtet werden. 
Die Stützringe der Unterschicht werden mit Stift angezeichnet und danach wieder gelöst 
(Abbildung 51). 
 
","Siemens PD LD P MF-NMA Fertigungsanweisung: Einlegen und versteifen von HS-Formspulen-Ständerwicklungen in VPI-Ausführung. Versteifungs-elemente müssen am Oberschenkel aufliegen und mindestens 2 mm, jedoch maximal so weit überstehen, dass der Abstand zum Blechpaket eingehalten werden kann."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 25 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
 Kann bei vorgegebenen Sitz der Stützringe (Zeichnung/Objektliste) der Wickel-
kopfaußendurchmesser nicht eingehalten werden, so ist mindestens ein Abstand 
von ≥ 15 mm bei ≤ 6,6 KV und  ≥ 25 mm bei > 6,6 KV zum Blechpaketaußendurch-
messer einzuhalten. 
 
   
   
 
Abbildung 49                       Abbildung 50                               Abbildung 51 
6.6.2 Wicklungsstützringe versteifen 
Zwischen zwei Versteifungsstücken muss eine Lage Filz bzw. Glasmaterial (Abbildung 52) 
liegen. 
Die Versteifungen müssen unter der angezeichneten Stützring - Position liegen.  
Jede Versteifung der Unterschicht mit Einschlag (PES-Filz) ca. 1½-mal umwickeln und mit 
Hilfe eines Spreizeisens an der markierten Stelle zwischen die Unterschicht-Stirnseiten ein-
schieben (Abbildung 53). 
Das Ende des Einschlags wird jedoch nicht unmittelbar an der Spulenversteifung abgeschnit-
ten, sondern erst über den nächsten Spulenschenkel gezogen (Abbildung 54) und dann mit 
der folgenden Spulenversteifung zwischen den Stirnseiten festgeklemmt (Abbildung 53). 
Jede dritte Versteifung wird verlängert ausgeführt, so dass sie an der Oberschicht aufliegt 
(Abbildung 55). 
Diese Aufpolsterung mit dem Einschlag auf den Spulenschenkeln dient als Unterlage für den 
Stützring. 
 
   
   
 
","Siemens production instructions for winding flat wire coils on a stator. The document outlines the requirements for inserting and securing the coils, including the use of spacers and insulation material. The instructions also provide detailed diagrams and illustrations for the process."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 26 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
Abbildung 52                        Abbildung 53                                Abbildung 54                         
 
 
Abbildung 55                                                                                       
6.6.3 Wicklungsstützringe befestigen 
Die Wicklungsstützringe werden mit Hilfe von provisorisch unterlegter Hostaphan-Folie auf 
die Filzunterlage aufgeschoben und mit Distanzhölzern fest gespreizt (Abbildung 56). Da-
nach wird die Hostaphan-Folie wieder vorsichtig entfernt (Abbildung 57). Die Wickelstütz-
ringe müssen in der Mitte des Filzes und der Versteifungen aufliegen. Mit 6 Befestigungs-
bunde, die gleichmäßig am Umfang verteilt sind, werden die Ringe an einer Spulenstirnseite 
festgebunden, dreimal durchschlaufen und mit doppeltem Knoten binden (Abbildung 58). 
 
   
   
 
Abbildung 56                          Abbildung 57                          Abbildung 58 
6.6.4 Spulenversteifungen der Oberschicht 
Lage der Versteifungen der Oberschicht (direkt über den Versteifungen der Unterschicht) 
mittels Schablone anzeichnen. 
Jede Versteifung der Oberschicht mit Einschlag (HM 693) ca. 1½-mal umwickeln.  
","Siemens production instructions for assembling a coil. The text describes the process of inserting and securing flat wire spools with VPI execution, specifically the steps for attaching winding support rings and spool stiffeners to the upper layer of the coil."
"Siemens 
PD LD P MF-NMA  
M TEC HV 
Fertigungsanweisung 
Einlegen und versteifen von HS-
Formspulen-Ständerwicklungen 
(Flachdraht) in VPI-Ausführung 
FA 30338 - AD 
  
Blatt 27 von 33 
 
Siemens AG 
Nur für internen Gebrauch 
NMA M TEC HV, K. Elsner; E. Oluri 
 
Zwischen zwei Versteifungsstücken muss eine Lage Hartmatte 693 liegen (Abbildung 59) 
und an der markierten Stelle einschieben. 
Das Einschieben erfolgt mit kräftigem Daumendruck (Abbildung 60) bzw. leichtem Ham-
merschlag. 
Zuerst werden alle Versteifungen und Füllungen zwischen den Phasenwechseln eingebracht 
und dann der Reihe nach die Restlichen der Spulengruppe. 
 
   
 
Abbildung 59                                  Abbildung 60 
7 
Leitungsverlegung der Temperaturfühler 
 Die Kennzeichnung der Fühler erfolgt nach Schaltbild. 
 Bei „phasenungleichen“ Nuten erfolgt die Kennzeichnung nach der Phase des 
Schenkels an dem der Fühler anliegt. Im Regelfall ist dies der Unterschenkel. 
7.1 
Standardausführung 
Ist eine Temperaturüberwachung vorgegeben wird die Verlegung der Anschluss- und Er-
dungsleitungen entsprechend der Zeichnung/Objektliste vorgenommen. 
Die Temperaturfühlerleitung ist mit dem Versteifungsmaterial laut Objektliste am Ständer-
blech bzw. Ständerdruckring zu sichern. Es ist darauf zu achten, dass die Temperaturfühler-
leitung mittig zwischen den Spulenschenkeln fixiert ist (Abbildung 61). 
Je nach Verlegung der Leitung muss der Schlauch des vorbereiteten Nutthermometers durch 
Aufschieben eines bzw. weiterer Schläuche (Überlappung  ≥ 10 mm) verlängert werden. 
Der Abführungsschlauch wird 50 mm mit eingebunden und am Abführungsende nach Zeich-
nung/Objektliste gekennzeichnet. 
Am Lochblech, das am Blechpaket angebracht ist, sind die Leitungen der Temperatursenso-
ren auf der Innenseite zu verlegen und weitläufig (jedes 2. Loch) anzubinden (Abbildung 
62). 
Bei Lochblechsegmenten (z.B.: BG 63) ist der letzte Bund der Anschlussleitungen beim 2. 
Loch vor Segmentende zu binden (Abbildung 63). 
 
",Siemens PD LD P MF-NMA Fertigungsanweisung: Einlegen und versteifen von HS-Formspulen-Ständerwicklungen in VPI-Ausführung. Zwischen Versteifungsstücken liegt eine Hartmatte 693 und wird mit Daumendruck oder leichtem Hammer geschoben. Leitungsverlegung der Temperaturfühler nach Schaltbild oder Schenkelphase.
